Label,Section Name,Section Number,Question Number,Column,Type of Variable,SAS Variable Name,Question Prologue,Question,var_info
Time Since Most Recent PSA Test,Prostate Cancer Screening,,2,296,Num,PSATIME1,,About how long has it been since your most recent P.S.A. test?,"{'Value': ['1', '2', '3', '4', '5', '7', '9', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago)', 'Within the past 2 years (1 year but less than 2 years ago)', 'Within the past 3 years (2 years but less than 3 years ago)', 'Within the past 5 years (3 years but less than 5 years ago)', '5 or more years ago', ""Don't know/Not Sure"", 'Refused', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 40; or respondent sex, SEXVAR, is coded 2;  or Module 06.01, PSATEST1, is coded, 2, 7, 9, or Missing'], 'Frequency': ['10,551', '2,245', '902', '784', '1,221', '533', '10', '417,077'], 'Percentage': ['64.95', '13.82', '5.55', '4.83', '7.52', '3.28', '0.06', '.'], 'Weighted Percentage': ['66.12', '13.58', '5.46', '5.37', '6.59', '2.78', '0.08', '.']}"
What was the MAIN reason you had this PSA test?,Prostate Cancer Screening,,3,297,Num,PCPSARS2,,"What was the main reason you had this P.S.A. test , was it ?","{'Value': ['1', '2', '3', '7', '9', 'BLANK'], 'Value Label': ['Part of a routine exam', 'Because of a problem', 'Other reason', ""Don't know/Not Sure"", 'Refused', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 40; or respondent sex, SEXVAR, is coded 2;  or Module 06.01, PSATEST1, is coded, 2, 7, 9, or Missing'], 'Frequency': ['12,904', '1,799', '1,347', '153', '23', '417,097'], 'Percentage': ['79.53', '11.09', '8.30', '0.94', '0.14', '.'], 'Weighted Percentage': ['78.95', '11.16', '8.79', '0.97', '0.13', '.']}"
Who first suggested this P.S.A. test?,Prostate Cancer Screening,,4,298,Num,PSASUGS1,,"Who first suggested (a or this) P.S.A. test: you, your doctor, or someone else?","{'Value': ['1', '2', '3', '7', '9', 'BLANK'], 'Value Label': ['Self', 'Doctor, nurse, health care professional', 'Someone else', ""Don't know/Not sure"", 'Refused', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 40; or respondent sex, SEXVAR, is coded 2;  or Module 06.01, PSATEST1, is coded, 2, 7, 9, or Missing'], 'Frequency': ['1,624', '13,645', '634', '276', '23', '417,121'], 'Percentage': ['10.02', '84.22', '3.91', '1.70', '0.14', '.'], 'Weighted Percentage': ['9.74', '84.22', '4.33', '1.57', '0.13', '.']}"
Did you talk about the advantages or disadvantages of P.S.A. test,Prostate Cancer Screening,,5,299,Num,PCSTALK2,,"When you met with a doctor, nurse, or other health professional, did they ever talk about the advantages, the disadvantages, or both advantages and disadvantages of the prostate-specific antigen or P.S.A. test?","{'Value': ['1', '2', '3', '4', '7', '9', 'BLANK'], 'Value Label': ['Advantages', 'Disadvantages', 'Both Advantages and Disadvantages', 'Neither', ""Don't know/Not Sure"", 'Refused', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 40; or respondent sex, SEXVAR, is coded 2;'], 'Frequency': ['3,339', '169', '7,572', '14,394', '3,529', '349', '403,971'], 'Percentage': ['11.38', '0.58', '25.80', '49.04', '12.02', '1.19', '.'], 'Weighted Percentage': ['11.23', '0.51', '22.52', '53.77', '10.95', '1.01', '.']}"
Ever Had Sigmoidoscopy/Colonoscopy,Colorectal Cancer Screening,,1,300,Num,HADSIGM4,,Colonoscopy and sigmoidoscopy are exams to check for colon cancer. Have you ever had either of these exams?,"{'Value': ['1', '2', '7', '9', 'BLANK'], 'Value Label': ['Yes', 'No -  Go to Module 07.06 COLNCNCR', ""Don't know/Not Sure -  Go to Module 07.06 COLNCNCR"", 'Refused -  Go to Module 07.06 COLNCNCR', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45;'], 'Frequency': ['7,659', '2,878', '71', '31', '422,684'], 'Percentage': ['71.99', '27.05', '0.67', '0.29', '.'], 'Weighted Percentage': ['70.70', '28.54', '0.49', '0.27', '.']}"
"Ever had a colonoscopy, sigmoidoscopy, or both",Colorectal Cancer Screening,,2,301,Num,COLNSIGM,,"Have you had a colonoscopy, a sigmoidoscopy, or both?","{'Value': ['1', '2', '3', '7', '9', 'BLANK'], 'Value Label': ['Colonoscopy', 'Sigmoidoscopy -  Go to Module 07.04 SIGMTES1', 'Both', ""Don't know/Not Sure -  Go to Module 07.05 LASTSIG4"", 'Refused -  Go to Module 07.06 COLNCNCR', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.01, HADSIGM4, is coded 2, 7, 9 or Missing'], 'Frequency': ['6,271', '46', '1,183', '147', '10', '425,666'], 'Percentage': ['81.90', '0.60', '15.45', '1.92', '0.13', '.'], 'Weighted Percentage': ['81.77', '0.46', '15.45', '2.23', '0.09', '.']}"
How long since you had colonoscopy,Colorectal Cancer Screening,,3,302,Num,COLNTES1,,How long has it been since your most recent colonoscopy?,"{'Value': ['1', '2', '3', '4', '5', '7', '9', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago)', 'Within the past 2 years (1 year but less than 2 years ago)', 'Within the past 5 years (2 years but less than 5 years ago)', 'Within the past 10 years (5 years but less than 10 years ago)', '10 or more years ago', ""Don't know/Not sure"", 'Refused', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.01, HADSIGM4, is coded 2, 7, 9 or Missing; or Module 07.02, COLNSIGM, is coded 2, 7, 9 or Missing'], 'Frequency': ['1,626', '1,045', '2,524', '1,384', '708', '153', '9', '425,874'], 'Percentage': ['21.83', '14.03', '33.88', '18.58', '9.50', '2.05', '0.12', '.'], 'Weighted Percentage': ['22.36', '14.25', '34.20', '17.53', '9.58', '1.99', '0.10', '.']}"
How long since you had sigmoidoscopy,Colorectal Cancer Screening,,4,303,Num,SIGMTES1,,How long has it been since your most recent sigmoidoscopy?,"{'Value': ['1', '2', '3', '4', '5', '7', '9', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago) -  Go to Module 07.06 COLNCNCR', 'Within the past 2 years (1 year but less than 2 years ago) -  Go to Module 07.06 COLNCNCR', 'Within the past 5 years (2 years but less than 5 years ago) -  Go to Module 07.06 COLNCNCR', 'Within the past 10 years (5 years but less than 10 years ago) -  Go to Module 07.06 COLNCNCR', '10 or more years ago -  Go to Module 07.06 COLNCNCR', ""Don't know/Not sure -  Go to Module 07.06 COLNCNCR"", 'Refused -  Go to Module 07.06 COLNCNCR', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.01, HADSIGM4, is coded 2, 7, 9 or Missing; or Module 07.02, COLNSIGM, is coded 1, 7, 9 or Missing;'], 'Frequency': ['175', '97', '214', '134', '461', '140', '5', '432,097'], 'Percentage': ['14.27', '7.91', '17.46', '10.93', '37.60', '11.42', '0.41', '.'], 'Weighted Percentage': ['16.35', '8.03', '17.64', '11.07', '33.89', '12.39', '0.63', '.']}"
Time Since Last Sigmoidoscopy/Colonoscopy,Colorectal Cancer Screening,,5,304,Num,LASTSIG4,,How long has it been since your most recent colonoscopy or sigmoidoscopy?,"{'Value': ['1', '2', '3', '4', '5', '7', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago)', 'Within the past 2 years (1 year but less than 2 years ago)', 'Within the past 5 years (2 years but less than 5 years ago)', 'Within the past 10 years (5 years but less than 10 years ago)', '10 or more years ago', ""Don't know/Not sure"", 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.01, HADSIGM4, is coded 2, 7, 9 or Missing; or Module 07.02, COLNSIGM, is not coded 7; or Module 07.04, SIGMTES1, is not missing;'], 'Frequency': ['34', '15', '27', '16', '21', '33', '433,177'], 'Percentage': ['23.29', '10.27', '18.49', '10.96', '14.38', '22.60', '.'], 'Weighted Percentage': ['28.92', '8.74', '13.77', '6.64', '12.61', '29.31', '.']}"
Ever had any other kind of test for colorectal cancer,Colorectal Cancer Screening,,6,305,Num,COLNCNCR,,"Have you ever had any other kind of test for colorectal cancer, such as virtual colonoscopy, CT colonography, blood stool test, FIT DNA, or Cologuard test?","{'Value': ['1', '2', '7', '9', 'BLANK'], 'Value Label': ['Yes', 'No -  Go to Next Module', ""Don't know/Not Sure -  Go to Next Module"", 'Refused -  Go to Next Module', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45'], 'Frequency': ['2,602', '7,678', '295', '37', '422,711'], 'Percentage': ['24.52', '72.35', '2.78', '0.35', '.'], 'Weighted Percentage': ['22.69', '74.79', '2.20', '0.32', '.']}"
Ever had a virtual colonoscopy,Colorectal Cancer Screening,,7,306,Num,VIRCOLO1,,A virtual colonoscopy uses a series of X-rays to take pictures of inside the colon.  Have you ever had a virtual colonoscopy?,"{'Value': ['1', '2', '7', 'BLANK'], 'Value Label': ['Yes', 'No -  Go to Module 07.09 SMALSTOL', ""Don't know/Not Sure -  Go to Module 07.09 SMALSTOL"", 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing;'], 'Frequency': ['341', '2,156', '101', '430,725'], 'Percentage': ['13.13', '82.99', '3.89', '.'], 'Weighted Percentage': ['13.00', '83.49', '3.51', '.']}"
How long since you had  virtual colonoscopy,Colorectal Cancer Screening,,8,307,Num,VCLNTES2,,When was your most recent CT colonography or virtual colonoscopy?,"{'Value': ['1', '2', '3', '4', '5', '7', '9', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago)', 'Within the past 2 years (1 year but less than 2 years ago)', 'Within the past 5 years (2 years but less than 5 years ago)', 'Within the past 10 years (5 years but less than 10 years ago)', '10 or more years ago', ""Don't know/Not sure"", 'Refused', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing; or Module 07.07, VIRCOLO1, is coded 2, 7, 9 or Missing;'], 'Frequency': ['75', '49', '83', '48', '59', '25', '1', '432,983'], 'Percentage': ['22.06', '14.41', '24.41', '14.12', '17.35', '7.35', '0.29', '.'], 'Weighted Percentage': ['26.86', '16.82', '24.58', '13.70', '10.06', '7.80', '0.17', '.']}"
Ever had stool test?,Colorectal Cancer Screening,,9,308,Num,SMALSTOL,,One stool test uses a special kit to obtain a small amount of stool at home and returns the kit to the doctor or the lab. Have you ever had this test?,"{'Value': ['1', '2', '7', 'BLANK'], 'Value Label': ['Yes', 'No -  Go to Module 07.11 STOOLDN1', ""Don't know/Not Sure -  Go to Module 07.11 STOOLDN1"", 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing;'], 'Frequency': ['2,166', '408', '21', '430,728'], 'Percentage': ['83.47', '15.72', '0.81', '.'], 'Weighted Percentage': ['80.85', '18.14', '1.01', '.']}"
How long since you had stool test?,Colorectal Cancer Screening,,10,309,Num,STOLTEST,,How long has it been since you had this test?,"{'Value': ['1', '2', '3', '4', '5', '7', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago)', 'Within the past 2 years (1 year but less than 2 years ago)', 'Within the past 3 years (2 years but less than 3 years ago)', 'Within the past 5 years (3 years but less than 5 years ago)', '5 or more years ago', ""Don't know/Not sure"", 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing; or Module 07.09, SMALSTOL, is coded 2, 7, 9 or Missing'], 'Frequency': ['869', '340', '227', '219', '433', '73', '431,162'], 'Percentage': ['40.21', '15.73', '10.50', '10.13', '20.04', '3.38', '.'], 'Weighted Percentage': ['42.41', '14.91', '11.28', '10.11', '18.60', '2.69', '.']}"
Ever had stool DNA test?,Colorectal Cancer Screening,,11,310,Num,STOOLDN2,,Another stool test uses a special kit to obtain an entire bowel movement at home and returns the kit to a lab.   Have you ever had this test?,"{'Value': ['1', '2', '7', '9', 'BLANK'], 'Value Label': ['Yes', 'No -  Go to Next Module', ""Don't know/Not Sure -  Go to Next Module"", 'Refused -  Go to Next Module', 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing;'], 'Frequency': ['513', '2,004', '68', '2', '430,736'], 'Percentage': ['19.83', '77.46', '2.63', '0.08', '.'], 'Weighted Percentage': ['20.85', '76.87', '2.16', '0.11', '.']}"
Was test part of Cologuard test?,Colorectal Cancer Screening,,12,311,Num,BLDSTFIT,,Was the blood stool or FIT (you reported earlier) conducted as part of a Cologuard test?,"{'Value': ['1', '2', '7', 'BLANK'], 'Value Label': ['Yes', 'No', ""Don't know/Not Sure"", 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing; or Module 07.11, STOOLDN2, is coded 2, 7, 9 or Missing'], 'Frequency': ['338', '84', '90', '432,811'], 'Percentage': ['66.02', '16.41', '17.58', '.'], 'Weighted Percentage': ['67.95', '16.03', '16.01', '.']}"
How long since you had stool DNA,Colorectal Cancer Screening,,13,312,Num,SDNATES1,,How long has it been since you had this test?,"{'Value': ['1', '2', '3', '4', '5', '7', 'BLANK'], 'Value Label': ['Within the past year (anytime less than 12 months ago)', 'Within the past 2 years (1 year but less than 2 years ago)', 'Within the past 3 years (2 years but less than 3 years ago)', 'Within the past 5 years (3 years but less than 5 years ago)', '5 or more years ago', ""Don't know/Not sure"", 'Not asked or MissingNotes: Section 08.01, AGE, is less than 45; or Module 07.06, COLNCNCR, is coded 2, 7, 9 or Missing; or Module 07.11, STOOLDN2, is coded 2, 7, 9 or Missing'], 'Frequency': ['238', '76', '58', '55', '69', '15', '432,812'], 'Percentage': ['46.58', '14.87', '11.35', '10.76', '13.50', '2.94', '.'], 'Weighted Percentage': ['50.13', '15.14', '11.91', '9.41', '9.85', '3.55', '.']}"
How Many Types of Cancer?,Cancer Survivorship: Type of Cancer,,1,313,Num,CNCRDIFF,,How many different types of cancer have you had?,"{'Value': ['1', '2', '3', '7', '9', 'BLANK'], 'Value Label': ['Only one', 'Two', 'Three or more', ""Don't know/Not Sure -  Go to next module"", 'Refused -  Go to next module', 'Not asked or MissingNotes: Section 07.06, CHCSCNC1, is coded 2, 7, 9 or Missing and Section 07.07, CHCOCNC1, is coded 2, 7, 9 or Missing;'], 'Frequency': ['12,765', '3,102', '778', '313', '203', '416,162'], 'Percentage': ['74.38', '18.08', '4.53', '1.82', '1.18', '.'], 'Weighted Percentage': ['75.83', '16.31', '4.48', '2.17', '1.20', '.']}"
Age Told Had Cancer,Cancer Survivorship: Type of Cancer,,2,314-315,Num,CNCRAGE,,"At what age were you told that you had cancer?  (If Response = 2 (Two) or 3 (Three or more), ask: 'At what age was your first diagnosis of cancer?')","{'Value': ['1 - 97', '98', '99', 'BLANK'], 'Value Label': ['Age in years (97=97 and older)Notes: 97 = 97 and older', ""Don't know/Not Sure"", 'Refused', 'MissingNotes: Section 07.06, CHCSCNC1, is coded 2, 7, 9 or Missing and Section 07.07, CHCOCNC1, is coded 2, 7, 9 or Missing;or Module 08.01, CNCRDIFF, is coded 7, 9 or Missing'], 'Frequency': ['15,725', '821', '83', '416,694'], 'Percentage': ['94.56', '4.94', '0.50', '.'], 'Weighted Percentage': ['94.50', '4.88', '0.61', '.']}"
Type of Cancer,Cancer Survivorship: Type of Cancer,,3,316-317,Num,CNCRTYP2,,What kind of cancer is it?,"{'Value': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '77', '99', 'BLANK'], 'Value Label': ['Bladder', 'Blood', 'Bone', 'Brain', 'Breast', 'Cervix/Cervical', 'Colon', 'Esophagus/Esophageal', 'Gallbladder', 'Kidney', 'Larynx-trachea', 'Leukemia', 'Liver', 'Lung', 'Lymphoma', 'Melanoma', 'Mouth/tongue/lip', 'Ovary/Ovarian', 'Pancreas/Pancreatic', 'Prostate', 'Rectum/Rectal', 'Skin (non-melanoma)', ""Skin (Don't know what kind)"", 'Soft tissue (muscle or fat)', 'Stomach', 'Testis/Testicular', 'Throat - pharynx', 'Thyroid', 'Uterus/Uterine', 'Other', ""Don't know/Not sure"", 'Refused', 'Not asked or MissingNotes: Section 07.06, CHCSCNC1, is coded 2, 7, 9 or Missing and Section 07.07, CHCOCNC1, is coded 2, 7, 9 or Missing;or Module 08.01, CNCRDIFF, is coded 7, 9 or Missing'], 'Frequency': ['340', '124', '57', '58', '2,243', '291', '502', '49', '7', '262', '5', '201', '64', '395', '332', '1,705', '55', '176', '67', '1,424', '60', '3,972', '1,589', '21', '43', '61', '66', '298', '306', '1,435', '357', '41', '416,717'], 'Percentage': ['2.05', '0.75', '0.34', '0.35', '13.51', '1.75', '3.02', '0.30', '0.04', '1.58', '0.03', '1.21', '0.39', '2.38', '2.00', '10.27', '0.33', '1.06', '0.40', '8.58', '0.36', '23.92', '9.57', '0.13', '0.26', '0.37', '0.40', '1.79', '1.84', '8.64', '2.15', '0.25', '.'], 'Weighted Percentage': ['2.04', '0.66', '0.32', '0.39', '12.90', '2.29', '3.14', '0.23', '0.04', '1.81', '0.02', '1.33', '0.41', '2.38', '2.32', '10.61', '0.42', '1.10', '0.36', '8.34', '0.36', '23.32', '9.21', '0.14', '0.26', '0.42', '0.53', '1.90', '1.86', '8.49', '2.14', '0.25', '.']}"
Currently Receiving Treatment for Cancer,Cancer Survivorship: Course of Treatment,,1,318,Num,CSRVTRT3,,Are you currently receiving treatment for cancer?,"{'Value': ['1', '2', '3', '4', '5', '7', '9', 'BLANK'], 'Value Label': ['Yes -  Go to next module', ""No, I've completed treatment"", ""No, I've refused treatment -  Go to next module"", ""No, I haven't started treatment -  Go to next module"", 'Treatment was not necessary -  Go to next module', ""Don't know/Not Sure -  Go to next module"", 'Refused -  Go to next module', 'Not asked or MissingNotes: Section 07.06, CHCSCNC1, is coded 2, 7, 9 or Missing and Section 07.07, CHCOCNC1, is coded 2, 7, 9 or Missing;'], 'Frequency': ['427', '1,813', '22', '161', '1,094', '108', '46', '429,652'], 'Percentage': ['11.63', '49.39', '0.60', '4.39', '29.80', '2.94', '1.25', '.'], 'Weighted Percentage': ['11.66', '45.04', '1.36', '5.23', '32.39', '2.84', '1.49', '.']}"
What Type of Doctor Provides Majority of Your Care,Cancer Survivorship: Course of Treatment,,2,319-320,Num,CSRVDOC1,,What type of doctor provides the majority of your health care? Is it a:,"{'Value': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '77', '99', 'BLANK'], 'Value Label': ['Cancer Surgeon', 'Family Practitioner', 'General Surgeon', 'Gynecologic Oncologist', 'General Practitioner, Internist', 'Plastic Surgeon, Reconstructive Surgeon', 'Medical Oncologist', 'Radiation Oncologist', 'Urologist', 'Other', ""Don't know/Not Sure"", 'Refused', 'Not asked or MissingNotes: Section 07.06, CHCSCNC1, is coded 2, 7, 9 or Missing and Section 07.07, CHCOCNC1, is coded 2, 7, 9 or Missing;or Module 09.01, CSRVTRT3, is coded 1, 3, 4, 5, 7, 9 or Missing;'], 'Frequency': ['51', '690', '30', '26', '504', '18', '92', '18', '38', '287', '47', '7', '431,515'], 'Percentage': ['2.82', '38.16', '1.66', '1.44', '27.88', '1.00', '5.09', '1.00', '2.10', '15.87', '2.60', '0.39', '.'], 'Weighted Percentage': ['4.57', '36.89', '1.29', '1.52', '24.69', '0.69', '5.41', '1.06', '2.12', '18.92', '2.55', '0.30', '.']}"
